Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Adonys Cardona,,0,0,5.94,0,1,0,1,1,1,0,1,1,1.88,6.23,7.28,6.17,0,0,999,sa599058
Adrian Rodriguez,Reds,0,0,6.2,0,0,0,1,1,1,0,1,1,1.72,5.42,5.01,6.17,0,0,999,sa877346
Brandon Withers,Athletics,0,0,6.04,0,1,0,1,1,1,0,1,1,1.82,5.62,6.45,6.17,0,0,999,sa3005217
Freddy Tarnok,Braves,0,0,6.12,0,0,0,1,1,1,0,1,1,1.77,6.32,6.04,6.17,0,0,999,sa3005175
Austin Nicely,,0,0,6.02,0,0,0,1,1,1,0,1,1,1.78,4.66,5.47,6.17,0,0,999,sa737850
Yosshel Hurtado,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.8,5.81,6.22,6.17,0,0,999,sa829111
Henry Garcia,,0,0,6.01,0,0,0,1,1,1,0,0,1,1.71,4.5,4.78,6.17,0,0,999,sa733543
Ben Hecht,Cubs,0,0,5.97,0,1,0,1,1,1,0,1,1,1.87,6.93,7.43,6.17,0,0,999,sa738501
Levi MaVorhis,,0,0,6.09,0,1,0,1,1,1,0,1,1,1.76,5.3,5.57,6.17,0,0,999,sa856277
Jesus Linarez,Rangers,0,0,6.19,0,0,0,1,1,1,0,1,1,1.81,5.08,5.74,6.17,0,0,999,sa832333
Gilberto Chu,Nationals,0,0,5.85,0,1,0,1,1,1,0,1,1,1.86,5.67,6.87,6.17,0,0,999,sa873302
Julian Arballo,,0,0,6.13,0,0,0,1,1,1,0,1,1,1.77,5.21,5.61,6.17,0,0,999,sa504009
Casey Brown,Phillies,0,0,5.9,0,1,0,1,1,1,0,1,1,1.81,5.93,6.3,6.17,0,0,999,sa3002598
Martin Sotelo,,0,0,6.11,0,1,0,1,1,1,0,1,1,1.78,5.05,5.61,6.17,0,0,999,sa509757
Will Stillman,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.81,6.62,6.63,6.17,0,0,999,sa857574
Alex Wells,Orioles,0,0,6.05,0,0,0,1,1,1,0,1,0,1.57,4.78,3.39,6.17,0,0,999,sa919319
Willy Ortiz,Blue Jays,0,0,6.22,0,0,0,1,1,1,0,1,1,1.69,5.43,4.89,6.17,0,0,999,sa701548
Luis Mendez,,0,0,6.21,0,0,0,1,1,1,0,1,0,1.69,4.82,4.48,6.18,0,0,999,sa509937
Manuel Rodriguez,Cubs,0,0,5.91,0,1,0,1,1,1,0,1,1,1.91,7.39,8.15,6.18,0,0,999,sa827607
JP Sears,Yankees,0,0,5.94,0,0,0,1,1,1,0,1,1,1.68,5.93,5.13,6.18,0,0,999,sa3004100
Julio Muniz,,0,0,6.05,0,1,0,1,1,1,0,1,1,1.78,5.85,6,6.18,0,0,999,sa868928
Jared Cheek,,0,0,6.12,0,1,0,1,1,1,0,1,1,1.78,6,6.03,6.18,0,0,999,sa875288
Nick Gruener,Orioles,0,0,6.08,0,1,0,1,1,1,0,1,1,1.8,5.51,5.85,6.18,0,0,999,sa918503
Brian Gonzalez,Orioles,0,0,6.04,0,0,0,1,1,1,0,1,1,1.68,5.63,4.84,6.18,0,0,999,sa828794
Harrison Francis,Diamondbacks,0,0,6.24,0,1,0,1,1,1,0,1,1,1.87,5.95,6.77,6.18,0,0,999,sa3005295
Andrew Gist,,0,0,5.91,0,1,0,1,1,1,0,1,1,1.87,5.57,6.81,6.18,0,0,999,sa913053
Bladimir Matos,,0,0,5.98,0,1,0,1,1,1,0,1,1,1.82,6.8,6.99,6.18,0,0,999,sa877507
Dewin Perez,Cardinals,0,0,5.77,0,1,0,1,1,1,0,1,1,1.89,6.33,7.58,6.19,0,-0.1,999,sa657711
Zac Person,Astros,0,0,5.93,0,1,0,1,1,1,0,1,1,1.85,6.07,6.85,6.19,0,0,999,sa875218
Erick Algarin,Indians,0,0,6.03,0,1,0,1,1,1,0,1,1,1.76,6.92,6.38,6.19,0,0,999,sa737062
Orlando Pascual,,0,0,6.03,0,1,0,1,1,1,0,1,1,1.83,6.35,6.79,6.19,0,0,999,sa883761
Roniel Raudes,Red Sox,0,0,6.22,0,0,0,1,1,1,0,1,0,1.64,5.15,4.43,6.19,0,0,999,sa872825
Will Gaddis,Rockies,0,0,6.49,0,0,0,1,1,1,0,1,0,1.75,4.6,4.47,6.19,0,0,999,sa829731
Brad Allen,,0,0,6.16,0,0,0,1,1,1,0,1,1,1.7,5.99,5.24,6.19,0,0,999,sa580419
Yerry Rodriguez,Rangers,0,0,6.23,0,0,0,1,1,1,0,1,1,1.76,4.97,5.2,6.19,0,0,999,sa918130
Yordys Alejo,,0,0,6.1,0,1,0,1,1,1,0,1,1,1.82,5.68,6.28,6.19,0,0,999,sa599357
Devin Hemmerich,Dodgers,0,0,5.78,0,1,0,1,1,1,0,1,1,1.8,5.68,6.52,6.19,0,-0.1,999,sa3004672
Elvin Liriano,,0,0,5.94,0,1,0,1,1,1,0,1,1,1.82,6.13,6.59,6.19,0,0,999,sa597228
Carlos Hernandez,Mariners,0,0,6.16,0,0,0,1,1,1,0,1,1,1.7,5,4.8,6.19,0,0,999,sa828356
John Ghyzel,Reds,0,0,6,0,1,0,1,1,1,0,1,1,1.89,7.27,7.65,6.19,0,0,999,sa3004473
Luis Morales,,0,0,6.1,0,1,0,1,1,1,0,1,1,1.83,5.78,6.43,6.19,0,0,999,sa546523
Elio Silva,,0,0,6.03,0,0,0,1,1,1,0,0,1,1.77,4.46,5.31,6.19,0,0,999,sa872820
Jacob Lemoine,Rangers,0,0,6.11,0,1,0,1,1,1,0,1,1,1.81,6.02,6.34,6.2,0,0,999,sa658610
Adonis De La Cruz,Yankees,0,0,5.93,0,1,0,1,1,1,0,1,1,1.77,6.31,6.16,6.2,0,0,999,sa737023
Trey Killian,,0,0,6.2,0,0,0,1,1,1,0,1,1,1.69,5.33,4.78,6.2,0,0,999,sa827345
Porter Clayton,,0,0,5.95,0,1,0,1,1,1,0,1,1,1.84,5.19,6.41,6.2,0,0,999,sa829286
Niomar Gomez,Nationals,0,0,6.15,0,0,0,1,1,1,0,1,1,1.79,4.94,5.58,6.2,0,0,999,sa3002607
Luis Angel Daniel,,0,0,6.13,0,1,0,1,1,1,0,1,1,1.78,5.02,5.6,6.2,0,0,999,sa509419
Will Kincanon,White Sox,0,0,6,0,1,0,1,1,1,0,1,1,1.86,6.28,6.92,6.2,0,0,999,sa918672
Sam Long,Rays,0,0,5.83,0,1,0,1,1,1,0,1,1,1.87,6.13,7.27,6.2,0,0,999,sa918455
Alan Garcia,,0,0,6.19,0,1,0,1,1,1,0,1,1,1.79,5.65,5.9,6.2,0,0,999,sa599541
Lukas Young,Red Sox,0,0,6.16,0,1,0,1,1,1,0,1,1,1.82,5.67,6.3,6.2,0,0,999,sa3004595
Tony Amezcua,,0,0,6.09,0,1,0,1,1,1,0,1,1,1.84,5.59,6.49,6.2,0,0,999,sa548382
Ryan Boelter,,0,0,5.92,0,1,0,1,1,1,0,1,1,1.86,6.01,6.96,6.2,0,0,999,sa918854
Hector Soto,Cardinals,0,0,6.17,0,0,0,1,1,1,0,1,1,1.77,4.83,5.42,6.2,0,0,999,sa3003084
James Teague,Orioles,0,0,6.05,0,1,0,1,1,1,0,1,1,1.82,6.33,6.51,6.2,0,0,999,sa874234
Orlando Razo,Mariners,0,0,6.1,0,0,0,1,1,1,0,1,1,1.71,5.06,4.9,6.2,0,0,999,sa3004217
Colton Laws,Blue Jays,0,0,6.33,0,0,0,1,1,1,0,1,0,1.66,4.91,4.19,6.21,0,0,999,sa3004193
Zach Matson,Orioles,0,0,5.92,0,1,0,1,1,1,0,1,1,1.83,6.57,6.77,6.21,0,0,999,sa918537
Daniel Brito,,0,0,6.16,0,1,0,1,1,1,0,1,1,1.77,5.33,5.62,6.21,0,0,999,sa977188
Ryan Castellanos,,0,0,6.24,0,0,0,1,1,1,0,0,0,1.71,3.77,4.25,6.21,0,0,999,sa658967
Marco Carrillo,,0,0,6.19,0,0,0,1,1,1,0,0,0,1.68,4.36,4.25,6.21,0,0,999,sa328993
Luis Silva,Mets,0,0,5.96,0,1,0,1,1,1,0,1,1,1.89,6.3,7.44,6.21,0,-0.1,999,sa833636
Isaac Castro,,0,0,6.23,0,0,0,1,1,1,0,1,1,1.72,5.18,4.99,6.22,0,0,999,sa739472
Robert Garcia,Royals,0,0,5.94,0,1,0,1,1,1,0,1,1,1.82,5.56,6.62,6.22,0,0,999,sa915840
Carlos Hernandez,,0,0,6.01,0,1,0,1,1,1,0,1,1,1.85,6.92,7.28,6.22,0,0,999,sa657734
Bobby Eveld,Rangers,0,0,6.18,0,1,0,1,1,1,0,1,1,1.81,5.83,6.17,6.22,0,0,999,sa925010
Garrett Schilling,Rockies,0,0,6.44,0,0,0,1,1,1,0,1,1,1.73,5.52,4.83,6.22,0,0,999,sa3004770
Seth Nordlin,Rangers,0,0,6.3,0,0,0,1,1,1,0,1,1,1.78,5.2,5.46,6.22,0,0,999,sa3004215
Angel Padron,Red Sox,0,0,6.08,0,0,0,1,1,1,0,1,1,1.77,5.31,5.79,6.22,0,0,999,sa873319
Mike LoPresti,Pirates,0,0,6.42,0,0,0,1,1,1,0,0,1,1.86,4.05,5.5,6.22,0,0,999,sa3006984
Drasen Johnson,Rockies,0,0,6.52,0,0,0,1,1,1,0,1,1,1.76,4.65,4.62,6.23,0,0,999,sa875807
Winston Nicacio,Pirates,0,0,6.3,0,0,0,1,1,1,0,1,1,1.81,5.66,5.99,6.23,0,0,999,sa918024
Juan Florentino,Red Sox,0,0,6.16,0,1,0,1,1,1,0,1,1,1.74,5.79,5.67,6.23,0,0,999,sa886971
Zach Spears,Pirates,0,0,6.25,0,0,0,1,1,1,0,1,1,1.88,4.68,6.21,6.23,0,0,999,sa3006974
Chance Kirby,Tigers,0,0,6.38,0,0,0,1,1,1,0,1,1,1.71,5.19,4.71,6.23,0,0,999,sa3007200
Michael Suarez,Mariners,0,0,6.05,0,0,0,1,1,1,0,1,1,1.79,5.13,5.83,6.23,0,0,999,sa735869
Israel Cruz,Giants,0,0,6.12,0,0,0,1,1,1,0,1,1,1.85,5.33,6.68,6.23,0,0,999,sa830240
Hector Villalobos,Cardinals,0,0,5.92,0,1,0,1,1,1,0,1,1,1.87,5.48,6.9,6.23,0,-0.1,999,sa3002572
Vanny Valenzuela,,0,0,6.21,0,0,0,1,1,1,0,1,1,1.71,5.68,5.16,6.23,0,0,999,sa509795
Mike Bunal,Rockies,0,0,6.35,0,1,0,1,1,1,0,1,1,1.9,5.72,6.64,6.23,0,0,999,sa918362
Charlie Neuweiler,Royals,0,0,6.22,0,0,0,1,1,1,0,1,1,1.75,4.83,5.34,6.23,0,0,999,sa3004345
Michael Danielak,Athletics,0,0,6.27,0,0,0,1,1,1,0,1,1,1.72,4.83,4.98,6.23,0,0,999,sa918811
Carlos Salazar,Angels,0,0,5.78,0,1,0,1,1,1,0,1,1,1.87,7.64,8.14,6.23,0,0,999,sa737688
Jeff Burke,,0,0,6.15,0,1,0,1,1,1,0,1,1,1.78,5.15,5.64,6.23,0,0,999,sa857543
Moises Ceja,Rockies,0,0,6.43,0,1,0,1,1,1,0,1,1,1.83,6.25,6.1,6.23,0,0,999,sa3004641
Alejandro Chavarria,,0,0,6.11,0,1,0,1,1,1,0,1,1,1.81,5.91,6.3,6.23,0,0,999,sa977121
Braulio Ortiz,,0,0,6.02,0,1,0,1,1,1,0,1,1,1.88,7.3,7.7,6.24,0,0,999,sa603264
Jovany Lopez,,0,0,5.98,0,1,0,1,1,1,0,1,1,1.79,6.05,6.37,6.24,0,0,999,sa504961
Tommy Romero,Rays,0,0,6.1,0,0,0,1,1,1,0,1,1,1.73,5.88,5.72,6.24,0,0,999,sa3004469
Robinson Ortiz,Dodgers,0,0,5.95,0,0,0,1,1,1,0,1,1,1.8,5.22,6.17,6.24,0,0,999,sa3004006
Pedro Zorrilla,Diamondbacks,0,0,6.2,0,0,0,1,1,1,0,0,1,1.82,4.49,5.74,6.24,0,0,999,sa917665
Breiling Eusebio,Rockies,0,0,6.37,0,0,0,1,1,1,0,1,1,1.83,5.36,5.73,6.24,0,0,999,sa828552
Juan Robles,Astros,0,0,6.16,0,1,0,1,1,1,0,1,1,1.8,5.88,6.11,6.24,0,0,999,sa873226
Jacob Taylor,Pirates,0,0,6.31,0,1,0,1,1,1,0,1,1,1.9,6.04,6.94,6.24,0,-0.1,999,sa874192
Jose Barajas,,0,0,6.24,0,0,0,1,1,1,0,1,1,1.78,4.78,5.43,6.24,0,0,999,sa455494
Billy Lescher,Tigers,0,0,6.17,0,1,0,1,1,1,0,1,1,1.8,6.09,6.23,6.24,0,0,999,sa3004471
Ethan Westphal,,0,0,6.11,0,1,0,1,1,1,0,1,1,1.85,5.43,6.52,6.24,0,0,999,sa922393
Jim Voyles,Cardinals,0,0,6.25,0,0,0,1,1,1,0,1,1,1.76,4.79,5.27,6.25,0,0,999,sa3004825
Jose Martinez,Dodgers,0,0,5.98,0,1,0,1,1,1,0,1,1,1.81,5.08,6.23,6.25,0,-0.1,999,sa3002796
Ivan Andueza,,0,0,6.07,0,0,0,1,1,1,0,1,1,1.81,4.62,5.83,6.25,0,0,999,sa737194
Ruben Vicente,,0,0,6.17,0,1,0,1,1,1,0,1,1,1.79,4.88,5.61,6.25,0,0,999,sa244124
Rony Garcia,Yankees,0,0,6.16,0,0,0,1,1,1,0,1,0,1.61,5.33,3.94,6.25,0,0,999,sa918036
Jesus Tejada,Cubs,0,0,6.18,0,0,0,1,1,1,0,1,1,1.81,4.69,5.82,6.25,0,0,999,sa873458
Armando Bastardo,Rays,0,0,6.19,0,0,0,1,1,1,0,1,1,1.78,4.83,5.57,6.25,0,0,999,sa656035
Travis Seabrooke,Orioles,0,0,6.02,0,1,0,1,1,1,0,1,1,1.82,5.31,6.06,6.25,0,0,999,sa738330
Brody Rodning,Blue Jays,0,0,6.03,0,1,0,1,1,1,0,1,1,1.84,5.63,6.58,6.25,0,0,999,sa3004591
Shane Sawczak,Marlins,0,0,5.88,0,1,0,1,1,1,0,1,1,1.9,6.49,7.75,6.25,0,-0.1,999,sa918400
Reggie Johnson,,0,0,6.14,0,1,0,1,1,1,0,1,1,1.82,5.91,6.43,6.26,0,0,999,sa920301
Fernando Irazoqui,,0,0,6.14,0,1,0,1,1,1,0,1,1,1.78,5.28,5.75,6.26,0,0,999,sa880807
Kendry Melo,Giants,0,0,5.97,0,1,0,1,1,1,0,1,1,1.91,6.17,7.75,6.26,0,-0.1,999,sa830425
Juan Mota,Indians,0,0,6.17,0,0,0,1,1,1,0,1,1,1.79,4.67,5.64,6.26,0,0,999,sa917387
Luis Ramirez,Phillies,0,0,6.1,0,1,0,1,1,1,0,1,1,1.84,6.65,6.83,6.26,0,0,999,sa917821
James Ziemba,Angels,0,0,5.77,0,1,0,1,1,1,0,1,1,1.86,5.05,6.83,6.26,0,0,999,sa915604
Gabe Friese,Brewers,0,0,6.26,0,1,0,1,1,1,0,1,1,1.77,5.52,5.51,6.26,0,0,999,sa856184
Elkin Alcala,Marlins,0,0,6.07,0,1,0,1,1,1,0,1,1,1.86,5.29,6.72,6.26,0,-0.1,999,sa917126
Ofreidy Gomez,Royals,0,0,6.2,0,0,0,1,1,1,0,1,1,1.72,4.77,5.12,6.26,0,0,999,sa737451
Dylan Barrow,,0,0,6.15,0,1,0,1,1,1,0,1,1,1.82,6.04,6.47,6.26,0,0,999,sa829373
Ramon Perez,Padres,0,0,6,0,0,0,1,1,1,0,1,1,1.86,5.74,6.94,6.26,0,0,999,sa3004005
Daniel Ramos,Yankees,0,0,6.07,0,1,0,1,1,1,0,1,1,1.76,5.59,5.66,6.26,0,0,999,sa828512
Luis Ramirez,,0,0,5.95,0,1,0,1,1,1,0,1,1,1.92,5.72,7.37,6.26,0,0,999,sa833925
Colin Welmon,Rockies,0,0,6.5,0,0,0,1,1,1,0,1,0,1.7,5.24,4.36,6.26,0,0,999,sa827336
Mikey York,Rays,0,0,6.14,0,0,0,1,1,1,0,1,1,1.67,5.3,4.83,6.26,0,0,999,sa918008
Javier Palacios,,0,0,6.25,0,1,0,1,1,1,0,1,1,1.75,5.02,5.23,6.27,0,0,999,sa597688
Alex Bostic,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.88,6.67,7.43,6.27,0,0,999,sa918194
Francis Ventura,Cardinals,0,0,6.22,0,0,0,1,1,1,0,0,1,1.85,4.37,5.99,6.27,0,0,999,sa917670
Joan Valdez,Dodgers,0,0,6.11,0,0,0,1,1,1,0,1,1,1.8,4.83,5.84,6.27,0,0,999,sa3003013
Alex Manasa,Pirates,0,0,6.46,0,0,0,1,1,1,0,0,1,1.84,4.33,5.45,6.27,0,0,999,sa3004213
Adrian Garza,,0,0,6.26,0,0,0,1,1,1,0,1,1,1.71,5.01,4.8,6.27,0,0,999,sa509404
Cristopher Sanchez,Rays,0,0,6.05,0,0,0,1,1,1,0,0,1,1.84,4.32,6.09,6.27,0,0,999,sa828749
Derek Heffel,Rangers,0,0,6.27,0,1,0,1,1,1,0,1,1,1.76,5.17,5.37,6.27,0,0,999,sa918326
Alberto Franco,,0,0,6.1,0,1,0,1,1,1,0,1,1,1.88,6.69,7.37,6.28,0,0,999,sa3005179
Daniel Concepcion,,0,0,6.23,0,1,0,1,1,1,0,1,1,1.78,5.45,5.71,6.28,0,0,999,sa875591
Calvin Faucher,Twins,0,0,6.19,0,1,0,1,1,1,0,1,1,1.84,6.01,6.61,6.28,0,0,999,sa3004013
Juan Perez,Red Sox,0,0,6.36,0,0,0,1,1,1,0,0,1,1.81,4.16,5.47,6.28,0,0,999,sa917379
Edgar Gomez,,0,0,6.19,0,1,0,1,1,1,0,1,1,1.76,5.47,5.59,6.28,0,0,999,sa740804
Lauro Ramirez,,0,0,6.18,0,1,0,1,1,1,0,1,1,1.73,5.06,5.13,6.28,0,0,999,sa508538
Miguel Yajure,Yankees,0,0,6.21,0,0,0,1,1,1,0,1,1,1.7,5.03,4.65,6.28,0,0,999,sa873213
Michael Horejsei,White Sox,0,0,6,0,1,0,1,1,1,0,1,1,1.83,6.18,6.65,6.28,0,0,999,sa918460
Matt Hardy,Brewers,0,0,6.2,0,1,0,1,1,1,0,1,1,1.79,6.2,6.18,6.28,0,0,999,sa3004120
Steven De La Cruz,,0,0,6.14,0,1,0,1,1,1,0,1,1,1.82,6.31,6.62,6.29,0,0,999,sa831915
Austin Krzeminski,Angels,0,0,6.04,0,1,0,1,1,1,0,1,1,1.75,5.11,5.6,6.29,0,0,999,sa3004121
Grayson Jones,Braves,0,0,6.17,0,1,0,1,1,1,0,1,1,1.9,5.58,7.01,6.29,0,0,999,sa829335
Marcos Lantigua,Red Sox,0,0,6.23,0,1,0,1,1,1,0,1,1,1.81,4.54,5.74,6.29,0,0,999,sa830637
Mick VanVossen,White Sox,0,0,6.12,0,1,0,1,1,1,0,1,1,1.72,6.25,5.59,6.29,0,0,999,sa603117
Francisco Moreno,,0,0,6.27,0,0,0,1,1,1,0,1,1,1.77,4.72,5.26,6.29,0,0,999,sa824739
Andrew Vernon,Brewers,0,0,6.24,0,1,0,1,1,1,0,1,1,1.84,6.7,6.81,6.29,0,0,999,sa918647
Moises Nova,Reds,0,0,6.14,0,1,0,1,1,1,0,1,1,1.86,6.99,7.25,6.29,0,0,999,sa873434
Jeffri Ocando,Rockies,0,0,6.57,0,0,0,1,1,1,0,0,1,1.83,4.37,5.2,6.29,0,0,999,sa923379
Austin Orewiler,Reds,0,0,6.26,0,0,0,1,1,1,0,1,1,1.74,4.84,5,6.29,0,0,999,sa875673
Maximo Castillo,Blue Jays,0,0,6.36,0,0,0,1,1,1,0,1,1,1.71,5.11,4.86,6.29,0,0,999,sa917181
Adolfo Ramirez,Dodgers,0,0,6.1,0,0,0,1,1,1,0,1,1,1.8,5.04,6,6.3,0,0,999,sa3003015
Luis Perez,Orioles,0,0,6.32,0,0,0,1,1,1,0,1,1,1.7,5.42,4.76,6.3,0,0,999,sa873758
Seth Corry,Giants,0,0,6.01,0,0,0,1,1,1,0,1,1,1.91,5.32,7.32,6.3,0,0,999,sa3004648
Bryce Conley,Athletics,0,0,6.27,0,0,0,1,1,1,0,1,1,1.78,5.96,6.13,6.3,0,0,999,sa3004704
Kida De La Cruz,Angels,0,0,5.97,0,1,0,1,1,1,0,1,1,1.83,7.25,7.41,6.3,0,0,999,sa829580
Noel Gonzalez,,0,0,6.13,0,1,0,1,1,1,0,1,1,1.88,6.02,7.12,6.3,0,0,999,sa918675
Denny Martinez,,0,0,6.01,0,1,0,1,1,1,0,1,1,1.87,6.37,7.21,6.3,0,0,999,sa871672
Jenri Montas,Brewers,0,0,6.14,0,1,0,1,1,1,0,1,1,1.92,5.83,7.24,6.3,0,0,999,sa916729
Johnathan Frebis,White Sox,0,0,6.13,0,0,0,1,1,1,0,0,1,1.82,4.23,5.61,6.31,0,0,999,sa827443
Osman Gutierrez,,0,0,6.22,0,0,0,1,1,1,0,1,1,1.79,5.45,5.94,6.31,0,0,999,sa657808
Wilmer Jimenez,Royals,0,0,5.94,0,1,0,1,1,1,0,1,1,1.85,6.02,7.23,6.31,0,0,999,sa3003052
Adam Whitt,Astros,0,0,6.16,0,1,0,1,1,1,0,1,1,1.83,5.73,6.48,6.31,0,0,999,sa857575
Wilfredo Ramirez,,0,0,6.23,0,1,0,1,1,1,0,1,1,1.79,5.5,5.9,6.31,0,0,999,sa824990
Felix Tati,Indians,0,0,6.2,0,0,0,1,1,1,0,1,1,1.71,5.17,5.09,6.31,0,0,999,sa828538
Johan Quezada,Twins,0,0,6.19,0,1,0,1,1,1,0,1,1,1.88,5.69,6.85,6.31,0,0,999,sa736898
Alex Luna,,0,0,6.33,0,0,0,1,1,1,0,1,1,1.79,4.72,5.47,6.31,0,0,999,sa875276
Zach Morris,,0,0,6.01,0,1,0,1,1,1,0,1,1,1.86,5.58,6.85,6.31,0,0,999,sa856278
Andrew Lee,Nationals,0,0,6.18,0,0,0,1,1,1,0,1,1,1.9,6.81,7.57,6.31,0,0,999,sa856275
Deyni Olivero,Diamondbacks,0,0,6.43,0,0,0,1,1,1,0,1,1,1.88,4.52,6.19,6.32,0,0,999,sa917869
Witt Haggard,,0,0,6.16,0,1,0,1,1,1,0,1,1,1.9,6.19,7.31,6.32,0,0,999,sa857656
Franyel Casadilla,Cardinals,0,0,6.31,0,0,0,1,1,1,0,1,1,1.72,4.82,4.91,6.32,0,0,999,sa828384
Hunter Stratton,Pirates,0,0,6.42,0,0,0,1,1,1,0,1,1,1.89,5.23,6.53,6.32,0,0,999,sa3004216
Frederis Parra,Rockies,0,0,6.57,0,0,0,1,1,1,0,0,0,1.72,4.23,4.07,6.32,0,0,999,sa657275
Ronnie Glenn,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.89,5.34,6.95,6.32,0,0,999,sa857607
Jose Rodulfo,Dodgers,0,0,6.13,0,0,0,1,1,1,0,1,1,1.76,4.83,5.57,6.32,0,0,999,sa3002961
Felix Viloria,,0,0,6.01,0,1,0,1,1,1,0,1,1,1.89,5.45,6.99,6.32,0,0,999,sa828561
Juan Valdez,,0,0,6.32,0,0,0,1,1,1,0,0,1,1.77,4.21,5.02,6.32,0,0,999,sa737354
Grant Hockin,Indians,0,0,6.34,0,0,0,1,1,1,0,1,1,1.71,4.62,4.67,6.32,0,0,999,sa828698
Geoffrey Bramblett,,0,0,6.33,0,0,0,1,1,1,0,1,1,1.74,5.11,5.13,6.32,0,0,999,sa738730
Elvin Rodriguez,Tigers,0,0,6.43,0,0,0,1,1,1,0,1,1,1.7,5.22,4.69,6.32,0,0,999,sa873437
Kyle Leahy,Cardinals,0,0,6.34,0,0,0,1,1,1,0,0,1,1.84,4.28,5.75,6.32,0,0,999,sa3007241
Justin Valdespina,Rockies,0,0,6.56,0,0,0,1,1,1,0,1,1,1.9,4.6,5.98,6.32,0,0,999,sa918312
Noel De Jesus,Cardinals,0,0,6.28,0,0,0,1,1,1,0,0,1,1.85,4.22,5.96,6.32,0,0,999,sa879105
Braxton Lorenzini,Rockies,0,0,6.41,0,1,0,1,1,1,0,1,1,1.91,6.82,7.25,6.33,0,0,999,sa876106
Oliver Ortega,Angels,0,0,6.13,0,0,0,1,1,1,0,1,1,1.74,5.82,5.87,6.33,0,0,999,sa872800
J.D. Martin,Rays,0,0,6.22,0,0,0,1,1,1,0,1,0,1.65,5,4.43,6.33,0,0,999,3685
Edwar Colina,Twins,0,0,6.28,0,0,0,1,1,1,0,1,1,1.8,5.61,6.06,6.33,0,0,999,sa917405
Ricardo Smith,Reds,0,0,6.31,0,0,0,1,1,1,0,1,1,1.8,5.02,5.6,6.33,0,0,999,sa872465
Matt Clancy,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.87,6.24,7.19,6.33,0,0,999,sa872718
Jonathan Teaney,Indians,0,0,6.05,0,1,0,1,1,1,0,1,1,1.91,7.19,8.05,6.33,0,0,999,sa829674
Jared Gesell,,0,0,6.17,0,1,0,1,1,1,0,1,1,1.85,6.44,7.02,6.33,0,0,999,sa918515
Aldry Acosta,Dodgers,0,0,6.12,0,0,0,1,1,1,0,1,1,1.8,4.89,5.95,6.33,0,0,999,sa3002794
M.T. Minacci,Cubs,0,0,6.09,0,1,0,1,1,1,0,1,1,1.95,5.51,7.61,6.33,0,0,999,sa738207
Ethan Lindow,Phillies,0,0,6.18,0,0,0,1,1,1,0,1,1,1.8,5.74,5.98,6.33,0,0,999,sa3005028
Andy Ravel,Blue Jays,0,0,6.33,0,1,0,1,1,1,0,1,1,1.7,5.2,4.86,6.33,0,0,999,sa738700
Juan Hernandez,Diamondbacks,0,0,6.43,0,0,0,1,1,1,0,1,1,1.84,5.13,6.09,6.34,0,0,999,sa917316
Yohanse Morel,Nationals,0,0,6.24,0,0,0,1,1,1,0,1,1,1.89,5.24,6.74,6.34,0,0,999,sa3005685
Delvin Capellan,Royals,0,0,6.28,0,0,0,1,1,1,0,1,1,1.71,4.56,4.89,6.34,0,0,999,sa3002996
Randy Dobnak,Twins,0,0,6.38,0,0,0,1,1,1,0,0,0,1.69,4,4.07,6.34,0,0,999,sa3005287
Daniel Guerrero,,0,0,6.27,0,0,0,1,1,1,0,0,1,1.7,4.48,4.62,6.34,0,0,999,sa325916
Nick Jobst,,0,0,6.2,0,1,0,1,1,1,0,1,1,1.89,6.22,7.19,6.34,0,0,999,sa918342
Manuel Silva,Phillies,0,0,6.12,0,0,0,1,1,1,0,1,1,1.85,5.47,6.41,6.34,0,0,999,sa917865
Fauris Guerrero,Cubs,0,0,6.17,0,1,0,1,1,1,0,1,1,1.86,5.98,6.92,6.34,0,0,999,sa877605
Anderson Nunez,Blue Jays,0,0,6.38,0,1,0,1,1,1,0,1,1,1.76,5.38,5.47,6.34,0,0,999,sa923057
Wesley Rodriguez,Diamondbacks,0,0,6.34,0,1,0,1,1,1,0,1,1,1.93,6.46,7.59,6.34,0,0,999,sa875566
Edgar Osuna,,0,0,6.22,0,0,0,1,1,1,0,1,1,1.68,4.65,4.5,6.34,0,0,999,sa328973
Noe Toribio,Pirates,0,0,6.47,0,0,0,1,1,1,0,0,1,1.94,4.5,6.61,6.34,0,0,999,sa3003041
Miguel Aguilar,,0,0,6.19,0,1,0,1,1,1,0,1,1,1.83,5.64,6.39,6.34,0,0,999,sa877827
Derek Molina,Twins,0,0,6.25,0,1,0,1,1,1,0,1,1,1.84,6.72,6.88,6.34,0,0,999,sa3005202
Pedro Gonzalez,Nationals,0,0,6.26,0,0,0,1,1,1,0,1,1,1.87,4.95,6.45,6.35,0,0,999,sa3002617
